评论ID,评价内容,情感倾向,评价长度,长度分类
621,房间很宽敞很干净，管家很nice，前台很客气温柔，早餐很丰富，有机会会继续选择该酒店。,正面,43,极短(≤50字)
622,房间很不错 管家小方小帅服务体贴 下雨不方便出行还送了雨伞 前台办理入住也很丝滑全程服务都是甜美的笑容 体验很棒 这次来玩的很开心 下次还会过来的,正面,73,短(51-100字)
623,"这是我在乐山体验过最舒服的酒店，管家式服务，有任何要求及时响应，我说要泡茶，直接给我拿两个大的农夫山泉水，管家小赵特别暖心，还有颂钵疗愈

酒店里的咖啡机，水壶，浴缸非常干净，每一层楼的艺术氛围都不一样，住的特别开心，去万达广场也很近

下次又来
展开更多",正面,128,中等(101-200字)
624,强烈推荐，服务非常棒,正面,10,极短(≤50字)
625,这次出来住的最棒的酒店，工作人员热情专业，本人没吃早饭，管家还特意准备了点心。以后有安珀，必首选。,正面,49,极短(≤50字)
626,这家酒店布置不错，有很多可爱的绿植，整体文化感比较强，晚上睡觉比较安静，酒店出来不远有大型商圈，吃东西方便，另外，小雪提供的管家服务周到，房间里的卡片估计是她写的，字很好看。,正面,87,短(51-100字)
627,就是房间有点味道,中性,8,极短(≤50字)
628,特别好，以后会再次入住！,正面,12,极短(≤50字)
629,房型好，除了贵点，没什么缺点！,负面,15,极短(≤50字)
630,非常棒，服务耐心！酒店很漂亮！,正面,15,极短(≤50字)
631,房间很好 很新 小郭 小赵 小代服务也都很好 下次来乐山还会选择入住,正面,34,极短(≤50字)
632,"服务：管家小方工作认真负责，为人真诚，服务太到位了，对酒店的好感顿时拉满。连出租车司机都说这家酒店的服务是乐山最佳。
设施：一流，别家没有的这家有。
餐饮：味道好，食材质量高，跷脚牛肉、蛋烘糕比外面的还好吃，水果质量远超很多大牌五星。",负面,117,中等(101-200字)
633,干净整洁挺温馨的,正面,8,极短(≤50字)
634,服务管家小代，小郭和经理小黄的很不错,中性,18,极短(≤50字)
635,房间很漂亮,正面,5,极短(≤50字)
636,"特别喜欢他们的大门和大堂
过来听出租车师傅说这里是新区，离张公桥不太近不方便，但是住了后发现距离也还好，主要是酒店太棒，服务也很好，管家小方特别温柔耐心，下次来还会选这里，距离不是问题。",正面,93,短(51-100字)
637,对酒店很满意，对服务也非常满意，房间很有设计感，每天有赠送水果和迷你吧服务，早餐也很丰富及新鲜，乐山的当地小吃钵钵鸡，蛋烘糕在餐厅都有，酒店虽然不在市区但是打车非常方便，网约车基本都是一分钟只能抵达；酒店的私人管家小帅，小祝和经理小税都提供了贴心的服务，总而言之入住非常愉快！,正面,138,中等(101-200字)
638,整体入住体验还不错，房间干净整洁，建议可以采购一点16的数据线，有时候出门忘记带可以充一下；入住期间发生了一点小插曲，管家小娟积极处理，前台小赵退房还送了伴手礼，再次问了休息的怎么样，有没有休息好，有遗留也是及时联系。安珀很好，很关心客人的入住体验，能感受到她们在用心服务好每一位客人，下次还来住。,正面,149,中等(101-200字)
639,挺好哒，服务很好，早餐也不错,正面,14,极短(≤50字)
640,环境好，房间设施一流，值得住。,正面,15,极短(≤50字)
641,服务非常好,正面,5,极短(≤50字)
642,非常满意升级了房间，提前给管家小姐姐说给娃娃蒸蛋，走的时候管家小姐姐还一直送到车库,中性,41,极短(≤50字)
643,法式风情的酒店设计很好，早餐惊艳，小代小帅管家很不错,正面,26,极短(≤50字)
644,房间干净的，床舒服，卫生间大.有气派,正面,18,极短(≤50字)
645,非常满意的一次居住体验，房间设施不错，服务很好，周边吃的也多，很方便，小朋友非常喜欢，值得推荐，下次还来。哈哈,正面,55,短(51-100字)
646,"设施：很好
卫生：很好
环境：很好
服务：从接车开始服务就一直很好，包括管家小周也很贴心，前台小娟态度也很好。最后小黄经理也一直在询问居住体验。服务可以说是满分",正面,80,短(51-100字)
647,原来住过贵阳的安珀几次就对这家酒店印象比较深刻，没想到乐山也有，这次来出差，没有丝毫的犹豫又来了。小黄经理和管家小周的服务超级好，也很贴心。房间很大很宽敞，早餐也很好吃,负面,84,短(51-100字)
648,"下单后，管家小方第一时间热情致电，细致入微地询问入住偏好与特殊需求，关怀备至让人暖心。前台工作人员态度超好，全程微笑服务。办理入住时小杨高效专业。房间宽敞明亮，马桶采用的是日本TOTO的功能多样
、使用便利，戴森的吹风机，还有24小时的迷你健身房，硬件超nice，体验超棒！",正面,137,中等(101-200字)
649,"酒店整体非常好，管家部的小娟有提前联系，询问喜好。办理入住时的小赵热情细心，会介绍酒店的一个大概。房间有一个化妆台,简直是太方便了，房间的吹风机用的戴森。L层的早餐厅装修风格也很漂亮，非常出片。早餐也很好吃，有钵钵鸡.甜皮鸭.跷脚牛肉.蛋烘糕。退房也会询问入住体验，总的来说都很好，推荐推荐推荐！！！！！！！",正面,154,中等(101-200字)
650,"不愧是乐山的高奢酒店
前台小管家小赵小郭服务热情❤️🔥早餐菜品很丰富，停车位充足，房间干净舒适，值得推荐",正面,52,短(51-100字)
651,重庆自驾过来三个多小时 旁边都是新盘居多 房间风格好似中式与法式的融合 周边有万达广场 停车可以就停平层也有地下停车场 喜欢13楼和14楼是SPA接待处和spa与冥想的地方 很安静 spa做完也很舒服 感觉比大堂那些都要漂亮 酒店每层楼层高很高 房间距离嘉兴路那些开车大概十几分钟 附近有个熊老大过桥米线好吃 希望下次来能住到粉色那个房型 看起来很少女 前台小娟和管家小郭服务滴很贴心 电视不能投屏是一个小建议,正面,205,长(201-500字)
652,酒店挺不错的，交通还算方便的，附近大商场，离高铁站也不远，提前预约了接送服务，司机祝师傅服务和小代服务很好。安珀酒店设计很有特点，房间卫生干净，设备质量不错。前台办理入住的小赵服务效率很高，还有早餐厅的小姑娘非常热情。,正面,109,中等(101-200字)
653,"房间挺好，服务超nice,管家小代和小帅和经理小黄超级贴心，好评",正面,32,极短(≤50字)
654,酒店非常好，各方面都不错。,正面,13,极短(≤50字)
655,满意度太强,正面,5,极短(≤50字)
656,前台小郭退房迅速，并且给了我们伴手礼乐山特色米花糖，听到我们要乘坐高铁主动问我们高铁时间，想要安排送站，可惜了时间不合适比较晚，争取下次体验一下；房间有遗留管家小娟也是第一时间联系我，为我们寄存，酒店工作人员都很热情，非常不错，点赞。,正面,117,中等(101-200字)
657,房间入住很满意，服务很周到，管家小帅和前台小李服务很贴心。,正面,29,极短(≤50字)
658,能在乐山住到这个档次的酒店，真不错👍,正面,18,极短(≤50字)
659,环境好，服务也不错,正面,9,极短(≤50字)
660,酒店的设计应该是设计师款，给人留下很深的印象。管家小赵服务的很好，有求必应，不得不说房间空间很大，有设计感，采光好，明亮，安静，设施齐全，前台小颖服务非常好，有免费的停车场，出行也很方便，高铁站只有10分钟，旁边就是万达，步行就到，非常推荐。,正面,121,中等(101-200字)
661,"临近美食街，交通便利，服务超好
私享管家服务:特别好
迷你吧:很丰富
欢迎水果:很新鲜",正面,43,极短(≤50字)
662,非常不错的体验，硬件设施非常好，软装很有巧思，最好最好的就是管家小帅的热情贴心的帮助，让我们有一个愉快的旅程！,正面,55,短(51-100字)
663,还不错的———,正面,7,极短(≤50字)
664,服务：服务非常到位，非常好，特别是管家小祝。,中性,22,极短(≤50字)
665,房间比较有特色,中性,7,极短(≤50字)
666,"酒店是法式轻奢风，绿植和灯光的搭配很妙，像闯进了巴黎的艺术宅邸，氛围感拉满，随便一拍都超有格调。
房内设施超棒，床品柔软舒适，一躺下就不想起来。戴森吹风机、TOTO智能马桶这些细节很加分，mini吧还有特色峨眉雪，晚上边喝边追剧，惬意！
早餐有乐山特色钵钵鸡、蛋烘糕，味道超正宗，西式餐点也做得精致。下午茶小点心造型可爱，口感细腻，搭配咖啡，午后时光太美好。
从前台办理入住到客房服务，工作人员都热情又贴心，接待管家小娟和特意送我们去车站的小鱼，服务很周到，
还帮忙规划游玩路线，超暖心！
展开更多",正面,249,长(201-500字)
667,房间设施非常好，服务非常暖心,正面,14,极短(≤50字)
668,位置偏、酒店不错,正面,8,极短(≤50字)
669,"设施：白色的装修格调非常舒适，保养非常得宜。希望可以保持。因为我爱干净
卫生：非常干净，是我自己喜欢的木质，带法式的风格。
环境：非常的宁静，因为是乐山新区，出行其实我很便捷，滴滴都能到达。
服务：这是我最满意的一点。我住了一周，酒店管家提前加了我的微信。咨询我的要求。我说我洁癖，管家就给我安排了，每天更换床单。我说不喜欢有头发，他们就给我吸尘。怕我有蚊子咬，就给我准备了，驱蚊水。突然来月事，又给我送卫生巾，我定景点门票，又亲自给帮忙打电话咨询，我赶不急高铁，不认识路，他们有特意申请为我送车。感谢一切一切。一个人出行，遇到这样的事，真的很温暖。虽然中间有一点小插曲。但一切的美好。这些小插曲都不值得被提了。特别鸣谢酒店的几个小姐姐，和帅哥哥，司机小祝，前台小帅，前台小张，还有温柔的副经理。希望乐山机场赶紧运行。我一定再来。谢谢您们。哦哦，还有一个，我希望下次去，可以不用下楼拿外面，可以➕和机器人宝宝吗，小小的提议。谢谢啦。
展开更多",正面,421,长(201-500字)
670,房间很新很干净，,正面,8,极短(≤50字)
671,酒店很不错，就是周边环境有点偏僻,正面,16,极短(≤50字)
672,安珀酒店整个配套设施是很不错的，工作人员服务很到位，小黄经理、前台小郭和小娟均专业热情，第一时间解决问题，下次到乐山再入住安珀,正面,63,短(51-100字)
